Majority protein IDs,Protein names,Gene names,Mol. weight [kDa],iBAQ E1,iBAQ E2,iBAQ E3,iBAQ E4,iBAQ mass E1,iBAQ mass E2,iBAQ mass E3,iBAQ mass E4,Mori sector,wt_mass_fraction_rich,rela_mass_fraction_rich
P0A7G2,Ribosome-binding factor A,rbfA,15.154,623190.0,576910.0,482940.0,522300.0,9443821.26,8742494.14,7318472.76,7914934.2,R,,
P0A8V0,Ribonuclease BN,rbn,32.929,21425.0,21596.0,15234.0,22764.0,705503.8250000001,711134.684,501640.38600000006,749595.756,A',,
P04983,Ribose import ATP-binding protein RbsA,rbsA,55.041,194180.0,182860.0,77187.0,77642.0,10687861.379999999,10064797.26,4248449.666999999,4273493.322,C,,
P02925,D-ribose-binding periplasmic protein,rbsB,30.95,2631200.0,2510200.0,1223300.0,1199200.0,81435640.0,77690690.0,37861135.0,37115240.0,C,,
P0AGI1,Ribose transport system permease protein RbsC,rbsC,33.451,49060.0,47583.0,7457.0,7165.5,1641106.06,1591698.933,249444.10700000002,239693.1405,C,,
P04982,D-ribose pyranase,rbsD,15.292,502410.0,489760.0,216040.0,233460.0,7682853.72,7489409.92,3303683.68,3570070.32,C,,
P0A9J6,Ribokinase,rbsK,32.29,221730.0,209630.0,98139.0,105240.0,7159661.7,6768952.7,3168908.31,3398199.6,C,,
P0ACQ0,Ribose operon repressor,rbsR,36.612,11853.0,2868.1,6868.7,9709.1,433962.036,105006.8772,251476.8444,355469.5692,U,,
P77212,Probable pyridine nucleotide-disulfide oxidoreductase RclA,rclA,48.244,93.829,273.55,14772.0,15958.0,4526.686275999999,13197.146200000001,712660.368,769877.752,S,,
P64534,Nickel/cobalt homeostasis protein RcnB,rcnB,12.466,187190.0,176770.0,237840.0,248020.0,2333510.54,2203614.82,2964913.44,3091817.32,S',,
P64530,Transcriptional repressor RcnR,rcnR,10.134,5485.8,5320.1,7773.0,8343.8,55593.097200000004,53913.89340000001,78771.58200000001,84556.0692,S',,
P0DMC7,Transcriptional regulatory protein RcsB,rcsB,23.67,375500.0,511890.0,356390.0,606030.0,8888085.0,12116436.3,8435751.3,14344730.100000001,C',,
P0DMC5,Sensor histidine kinase RcsC,rcsC,106.51,12609.0,13707.0,27763.0,26324.0,1342984.59,1459932.57,2957037.1300000004,2803769.24,S,,
P39838,Phosphotransferase RcsD,rcsD,100.37,33174.0,30375.0,51889.0,58387.0,3329674.3800000004,3048738.75,5208098.930000001,5860303.19,S',,
P69411,Outer membrane lipoprotein RcsF,rcsF,14.163,665350.0,642020.0,774480.0,784320.0,9423352.05,9092929.26,10968960.24,11108324.16,S,,
P52061,dITP/XTP pyrophosphatase,rdgB,21.039,225180.0,217310.0,203540.0,211810.0,4737562.0200000005,4571985.090000001,4282278.0600000005,4456270.59,R,,
P36767,Recombination-associated protein RdgC,rdgC,33.993,275380.0,264250.0,254680.0,273020.0,9360992.34,8982650.25,8657337.24,9280768.860000001,A',,
P0C0K3,Protein RdoA,rdoA,38.12,29366.0,33727.0,28807.0,31281.0,1119431.92,1285673.24,1098122.8399999999,1192431.72,A,,
P0A7G6,Protein RecA,recA,37.973,648100.0,616960.0,658280.0,715570.0,24610301.3,23427822.08,24996866.439999998,27172339.61,S,,
P08394,RecBCD enzyme subunit RecB,recB,133.96,7222.5,4750.2,9121.1,6617.1,967526.1000000001,636336.792,1221862.556,886426.7160000001,U,,
P07648,RecBCD enzyme subunit RecC,recC,128.85,39355.0,28712.0,37325.0,39496.0,5070891.75,3699541.1999999997,4809326.25,5089059.6,U,,
P04993,RecBCD enzyme subunit RecD,recD,66.902,21478.0,18178.0,22058.0,23376.0,1436921.156,1216144.556,1475724.316,1563901.152,U,,
P0A7H0,DNA replication and repair protein RecF,recF,40.514,4717.2,4479.6,5551.7,5325.4,191112.6408,181486.51440000001,224921.5738,215753.2556,U,,
P24230,ATP-dependent DNA helicase RecG,recG,76.429,19733.0,22089.0,18769.0,21473.0,1508173.457,1688240.181,1434495.901,1641159.9170000001,A',,
P21893,Single-stranded-DNA-specific exonuclease RecJ,recJ,63.388,58031.0,270130.0,26109.0,29542.0,3678469.028,17123000.44,1654997.292,1872608.2959999999,R,,
P15043,ATP-dependent DNA helicase RecQ,recQ,68.363,10928.0,10503.0,3274.2,19768.0,747070.864,718016.589,223834.1346,1351399.784,U,,
P0A7H6,Recombination protein RecR,recR,21.963,128280.0,116400.0,96670.0,100530.0,2817413.64,2556493.2,2123163.21,2207940.39,R,,
P0AG20,GTP pyrophosphokinase,relA,83.875,88086.0,87680.0,2308300.0,2409800.0,7388213.25,7354160.0,193608662.5,202121975.0,S',,
P0C079,Antitoxin RelB,relB,9.0714,94028.0,86779.0,101280.0,120670.0,852965.5992,787207.0206,918751.3920000001,1094645.838,S',,
P0C077,mRNA interferase RelE,relE,11.225,11310.0,10974.0,21708.0,21766.0,126954.75,123183.15,243672.3,244323.35,A',,
P09980,ATP-dependent DNA helicase Rep,rep,77.023,35502.0,35682.0,19848.0,21473.0,2734470.546,2748334.6859999998,1528752.504,1653914.879,A',,
P27127,"Lipopolysaccharide 1,6-galactosyltransferase",rfaB,40.825,25681.0,22581.0,26332.0,26050.0,1048426.8250000001,921869.3250000001,1075003.9000000001,1063491.25,S,,
P24173,Lipopolysaccharide heptosyltransferase 1,rfaC,35.543,31113.0,25458.0,19730.0,20997.0,1105849.359,904853.694,701263.39,746296.3709999999,C',,
P37692,ADP-heptose--LPS heptosyltransferase 2,rfaF,39.042,91927.0,88059.0,77638.0,83336.0,3589013.9340000004,3437999.478,3031142.796,3253604.112,A,,
P25740,Lipopolysaccharide core biosynthesis protein RfaG,rfaG,42.284,44420.0,51180.0,38889.0,44125.0,1878255.28,2164095.12,1644382.476,1865781.5,S,,
P0AFW0,Transcription antitermination protein RfaH,rfaH,18.34,43673.0,45383.0,36235.0,40153.0,800962.82,832324.22,664549.9,736406.02,A',,
P27128,"Lipopolysaccharide 1,3-galactosyltransferase",rfaI,39.423,97940.0,111270.0,41557.0,43023.0,3861088.62,4386597.21,1638301.611,1696095.729,S',,
P27129,"Lipopolysaccharide 1,2-glucosyltransferase",rfaJ,39.04,52608.0,43950.0,40251.0,46715.0,2053816.32,1715808.0,1571399.04,1823753.5999999999,S',,
P27243,O-antigen ligase,rfaL,46.877,57352.0,51504.0,28546.0,33633.0,2688489.704,2414353.008,1338150.8420000002,1576614.141,C,,
P25741,Lipopolysaccharide core heptose(I) kinase RfaP,rfaP,30.872,24781.0,23387.0,27355.0,35300.0,765039.032,722003.464,844503.5599999999,1089781.6,S',,
P25742,Lipopolysaccharide core heptosyltransferase RfaQ,rfaQ,38.73,86393.0,82630.0,82134.0,84115.0,3346000.8899999997,3200259.9,3181049.82,3257773.9499999997,A,,
P27126,Lipopolysaccharide core biosynthesis protein RfaS,rfaS,36.73,22810.0,30772.0,15008.0,18648.0,837811.2999999999,1130255.5599999998,551243.84,684941.0399999999,R,,
P27240,Lipopolysaccharide core heptose(II) kinase RfaY,rfaY,27.461,393.82,484.68,43226.0,51166.0,10814.691019999998,13309.79748,1187029.186,1405069.5259999998,A',,
P27241,Lipopolysaccharide core biosynthesis protein RfaZ,rfaZ,32.92,6579.1,2587.9,17140.0,24494.0,216583.972,85193.668,564248.8,806342.4800000001,R,,
P27833,"dTDP-4-amino-4,6-dideoxygalactose transaminase",rffA,41.901,139620.0,131360.0,127160.0,151630.0,5850217.62,5504115.36,5328131.16,6353448.630000001,A,,
P27830,"dTDP-glucose 4,6-dehydratase 2",rffG,39.753,126980.0,108200.0,118710.0,125820.0,5047835.94,4301274.6,4719078.63,5001722.46,R,,
P0A8J8,ATP-dependent RNA helicase RhlB,rhlB,47.125,346380.0,325290.0,277440.0,298600.0,16323157.5,15329291.25,13074360.0,14071525.0,A',,
P25888,ATP-dependent RNA helicase RhlE,rhlE,49.989,95996.0,86056.0,45515.0,41773.0,4798744.044,4301853.384,2275249.335,2088190.497,R,,
P0AG30,Transcription termination factor Rho,rho,47.004,1691900.0,1551400.0,1209400.0,1307600.0,79526067.6,72922005.6,56846637.599999994,61462430.4,R,,
P0AA67,Threonine/homoserine exporter RhtA,rhtA,31.168,11911.0,10466.0,12197.0,9049.3,371242.048,326204.288,380156.096,282048.58239999996,R,,
P0AG34,Homoserine/homoserine lactone efflux protein,rhtB,22.426,4721.7,4429.9,6615.0,2859.8,105888.84419999999,99344.93739999998,148347.99,64133.8748,U,,
P0AG38,Threonine efflux protein,rhtC,22.474,19136.0,15479.0,49848.0,52158.0,430062.464,347875.04600000003,1120283.952,1172198.892,U,,
P0A7I7,GTP cyclohydrolase-2,ribA,21.836,192610.0,173640.0,163130.0,177020.0,4205831.96,3791603.0399999996,3562106.6799999997,3865408.7199999997,A',,
P0A7J0,"3,4-dihydroxy-2-butanone 4-phosphate synthase",ribB,23.353,284930.0,260840.0,346120.0,403870.0,6653970.29,6091396.5200000005,8082940.36,9431576.110000001,U,,
P0AFU8,Riboflavin synthase,ribC,23.445,501570.0,474780.0,651020.0,699600.0,11759308.65,11131217.1,15263163.9,16402122.0,A',,
P25539,Riboflavin biosynthesis protein RibD;Diaminohydroxyphosphoribosylaminopyrimidine deaminase;5-amino-6-(5-phosphoribosylamino)uracil reductase,ribD,40.338,158970.0,169660.0,207180.0,238770.0,6412531.86,6843745.08,8357226.84,9631504.26,S',,
P61714,"6,7-dimethyl-8-ribityllumazine synthase",ribE,16.156,1592800.0,1292900.0,891590.0,1117800.0,25733276.799999997,20888092.4,14404528.04,18059176.799999997,U,,
P0AG40,Riboflavin biosynthesis protein RibF;Riboflavin kinase;FMN adenylyltransferase,ribF,34.734,111210.0,101650.0,114920.0,124030.0,3862768.14,3530711.1,3991631.2800000003,4308058.0200000005,S',,
P0AF93,2-iminobutanoate/2-iminopropanoate deaminase,ridA,13.611,1855200.0,643240.0,1287300.0,1330700.0,25251127.200000003,8755139.64,17521440.3,18112157.7,C,,
P41409,Pyrimidine-specific ribonucleoside hydrolase RihA,rihA,33.823,68075.0,73464.0,23311.0,25275.0,2302500.725,2484772.872,788447.953,854876.325,C,,
P22564,Non-specific ribonucleoside hydrolase RihC,rihC,32.56,45934.0,44835.0,32974.0,24682.0,1495611.04,1459827.6,1073633.4400000002,803645.92,S,,
P0A944,Ribosomal-protein-alanine acetyltransferase,rimI,16.61,25943.0,23393.0,12406.0,17042.0,430913.23,388557.73,206063.66,283067.62,U,,
P0A948,Ribosomal-protein-alanine acetyltransferase,rimJ,22.688,30774.0,36848.0,109340.0,153430.0,698200.512,836007.424,2480705.92,3481019.84,S',,
P0C0U4,Ribosomal protein S6--L-glutamate ligase,rimK,32.436,3519.5,3014.8,8496.1,8380.5,114158.502,97788.0528,275579.49960000004,271829.898,U,,
P13857,Ribosomal-protein-serine acetyltransferase,rimL,20.68,12453.0,23219.0,36031.0,42291.0,257528.04,480168.92,745121.08,874577.88,S',,
P0A7X6,Ribosome maturation factor RimM,rimM,20.605,594490.0,562640.0,366120.0,410950.0,12249466.450000001,11593197.200000001,7543902.600000001,8467624.75,R,,
P0AEI4,Ribosomal protein S12 methylthiotransferase RimO,rimO,49.581,303810.0,294030.0,213070.0,239690.0,15063203.610000001,14578301.430000002,10564223.67,11884069.89,R,,
P0A8A8,Ribosome maturation factor RimP,rimP,16.651,513510.0,466090.0,245820.0,305940.0,8550455.01,7760864.59,4093148.82,5094206.9399999995,R,,
P36999,23S rRNA (guanine(745)-N(1))-methyltransferase,rlmA,30.419,64543.0,80025.0,70554.0,69799.0,1963333.517,2434280.475,2146182.126,2123215.781,A',,
P63177,23S rRNA (guanosine-2-O-)-methyltransferase RlmB,rlmB,26.556,437350.0,417730.0,406760.0,437620.0,11614266.6,11093237.88,10801918.56,11621436.72,A',,
P75817,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,rlmC,41.955,21183.0,12976.0,12411.0,13793.0,888732.765,544408.08,520703.505,578685.315,U,,
P55135,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,rlmD,48.052,19516.0,17953.0,16536.0,26348.0,937782.8319999999,862677.556,794587.872,1266074.096,A',,
P0C0R7,Ribosomal RNA large subunit methyltransferase E,rlmE,23.335,164480.0,183840.0,222070.0,235070.0,3838140.8000000003,4289906.4,5182003.45,5485358.45,R,,
P75782,Ribosomal RNA large subunit methyltransferase F,rlmF,34.226,69527.0,70670.0,69175.0,68601.0,2379631.102,2418751.42,2367583.55,2347937.826,R,,
P42596,Ribosomal RNA large subunit methyltransferase G,rlmG,42.331,105700.0,97512.0,41101.0,45854.0,4474386.7,4127780.472,1739846.431,1941045.674,R,,
P0A8I8,Ribosomal RNA large subunit methyltransferase H,rlmH,17.341,80947.0,75616.0,49991.0,61752.0,1403701.9270000001,1311257.056,866893.9310000001,1070841.432,R,,
P75876,Ribosomal RNA large subunit methyltransferase I,rlmI,44.356,291780.0,273770.0,165450.0,134680.0,12942193.68,12143342.120000001,7338700.2,5973866.08,R,,
P37634,Ribosomal RNA large subunit methyltransferase J,rlmJ,31.941,133760.0,123270.0,81382.0,85928.0,4272428.16,3937367.07,2599422.462,2744626.248,R,,
P75864,Ribosomal RNA large subunit methyltransferase K/L;23S rRNA m2G2445 methyltransferase;23S rRNA m7G2069 methyltransferase,rlmL,78.853,99806.0,84925.0,50878.0,45539.0,7870002.517999999,6696591.024999999,4011882.934,3590886.7669999995,R,,
P0ADR6,Ribosomal RNA large subunit methyltransferase M,rlmM,41.905,124210.0,119190.0,147010.0,145390.0,5205020.05,4994656.95,6160454.05,6092567.95,A',,
P36979,Dual-specificity RNA methyltransferase RlmN,rlmN,43.085,310790.0,275880.0,84414.0,97397.0,13390387.15,11886289.8,3636977.19,4196349.745,R,,
P10100,Rare lipoprotein A,rlpA,37.528,259700.0,248360.0,410500.0,445750.0,9746021.6,9320454.08,15405244.0,16728106.0,A,,
P0AA37,Ribosomal large subunit pseudouridine synthase A,rluA,24.86,14633.0,13883.0,7931.0,10263.0,363776.38,345131.38,197164.66,255138.18,U,,
P37765,Ribosomal large subunit pseudouridine synthase B,rluB,32.711,239880.0,281770.0,102380.0,109840.0,7846714.68,9216978.469999999,3348952.1799999997,3592976.2399999998,R,,
P0AA39,Ribosomal large subunit pseudouridine synthase C,rluC,36.026,124400.0,110580.0,49876.0,58316.0,4481634.4,3983755.0800000005,1796832.776,2100892.216,R,,
P33643,Ribosomal large subunit pseudouridine synthase D,rluD,37.121,156470.0,149480.0,115050.0,120550.0,5808322.87,5548847.08,4270771.05,4474936.55,A',,
P75966,Ribosomal large subunit pseudouridine synthase E,rluE,24.88,7832.7,6947.4,4845.7,4728.7,194877.576,172851.31199999998,120561.01599999999,117650.056,U,,
P32684,Ribosomal large subunit pseudouridine synthase F,rluF,32.476,122760.0,111130.0,115800.0,133370.0,3986753.76,3609057.88,3760720.8,4331324.12,U,,
P0AFW2,Ribosome modulation factor,rmf,6.5074,0.0,0.0,423680.0,430450.0,0.0,0.0,2757055.232,2801110.3299999996,C,,
P61887,Glucose-1-phosphate thymidylyltransferase 2,rmlA2,32.734,56426.0,48988.0,66282.0,67995.0,1847048.6840000001,1603573.192,2169674.988,2225748.33,S,,
P0AG71,DNA recombination protein RmuC,rmuC,54.764,7169.4,8371.9,8581.6,8924.2,392625.0216,458478.7316,469962.74240000005,488724.8888000001,C,,
P21338,Ribonuclease I,rna,29.617,44175.0,44755.0,60287.0,67536.0,1308330.975,1325508.835,1785520.0790000001,2000213.712,A',,
P30850,Exoribonuclease 2,rnb,72.49,583710.0,557340.0,292030.0,307980.0,42313137.9,40401576.599999994,21169254.7,22325470.2,R,,
P0A7Y0,Ribonuclease 3,rnc,25.55,317860.0,313650.0,228170.0,242500.0,8121323.0,8013757.5,5829743.5,6195875.0,R,,
P09155,Ribonuclease D,rnd,42.734,43967.0,45327.0,29933.0,32897.0,1878885.7780000002,1937004.0180000002,1279156.8220000002,1405820.398,C',,
P21513,Ribonuclease E,rne,118.2,724430.0,675110.0,589920.0,613810.0,85627626.0,79798002.0,69728544.0,72552342.0,R,,
P0A9J0,Ribonuclease G,rng,55.364,113340.0,104780.0,185120.0,185670.0,6274955.76,5801039.92,10248983.68,10279433.879999999,S,,
P0A7Y4,Ribonuclease HI,rnhA,17.597,43085.0,41425.0,31207.0,55919.0,758166.7450000001,728955.7250000001,549149.579,984006.643,R,,
P10442,Ribonuclease HII,rnhB,21.526,53338.0,49844.0,28842.0,36726.0,1148153.788,1072941.944,620852.892,790563.876,S,,
P0AFW4,Regulator of nucleoside diphosphate kinase,rnk,14.927,153770.0,168920.0,112420.0,132410.0,2295324.79,2521468.84,1678093.3399999999,1976484.0699999998,C,,
P52129,mRNA endoribonuclease LS,rnlA,40.061,38120.0,38220.0,25142.0,16280.0,1527125.32,1531131.42,1007213.662,652193.08,U,,
P0A7Y8,Ribonuclease P protein component,rnpA,13.789,33301.0,27868.0,23965.0,18871.0,459187.489,384271.852,330453.385,260212.21899999998,R,,
P21499,Ribonuclease R,rnr,92.108,173000.0,168780.0,232090.0,226120.0,15934684.0,15545988.24,21377345.720000003,20827460.96,S',,
P30014,Ribonuclease T,rnt,23.522,97366.0,152010.0,98122.0,101700.0,2290243.0519999997,3575579.2199999997,2308025.684,2392187.4,A',,
P0ACI0,Right origin-binding protein,rob,33.144,56164.0,59777.0,114630.0,86101.0,1861499.616,1981248.8879999998,3799296.7199999997,2853731.5439999998,S',,
P27434,Cytoskeleton protein RodZ,rodZ,36.191,418000.0,402230.0,547560.0,465100.0,15127838.000000002,14557105.930000002,19816743.96,16832434.1,S',,
P0AFW8,Protein rof,rof,9.4795,336120.0,321120.0,767310.0,852160.0,3186249.54,3044057.04,7273715.145,8078050.72,S',,
P27431,50S ribosomal protein L16 arginine hydroxylase,roxA,42.578,142710.0,160430.0,180180.0,183410.0,6076306.380000001,6830788.54,7671704.040000001,7809230.98,S',,
P0AG07,Ribulose-phosphate 3-epimerase,rpe,24.554,390060.0,329180.0,604810.0,604150.0,9577533.24,8082685.72,14850504.739999998,14834299.1,S,,
P0CG19,Inactive ribonuclease PH,rph,24.425,623880.0,463290.0,447500.0,505210.0,15238269.0,11315858.25,10930187.5,12339754.25,R,,
P0A7Z0,Ribose-5-phosphate isomerase A,rpiA,22.86,1069300.0,985250.0,955720.0,1043800.0,24444198.0,22522815.0,21847759.2,23861268.0,S,,
P37351,Ribose-5-phosphate isomerase B,rpiB,16.073,3533.0,3056.7,6120.9,7329.3,56785.909,49130.3391,98381.2257,117803.8389,C',,
P0ACS7,HTH-type transcriptional regulator RpiR,rpiR,32.362,38304.0,37129.0,31928.0,37458.0,1239594.0480000002,1201568.698,1033253.9360000001,1212215.796,R,,
P0A7L0,50S ribosomal protein L1,rplA,24.729,6251100.0,6078200.0,4171800.0,4276400.0,154583451.9,150307807.79999998,103164442.2,105751095.6,R,,
P60422,50S ribosomal protein L2,rplB,29.86,10240000.0,8712400.0,5566200.0,5879100.0,305766400.0,260152264.0,166206732.0,175549926.0,R,,
P60438,50S ribosomal protein L3,rplC,22.243,4715900.0,4636900.0,2884400.0,3107200.0,104895763.69999999,103138566.69999999,64157709.199999996,69113449.6,R,,
P60723,50S ribosomal protein L4,rplD,22.086,2125400.0,2197000.0,1576200.0,1489600.0,46941584.4,48522942.0,34811953.199999996,32899305.599999998,R,,
P62399,50S ribosomal protein L5,rplE,20.301,9287400.0,9423200.0,5957200.0,6073700.0,188543507.39999998,191300383.2,120937117.19999999,123302183.69999999,R,,
P0AG55,50S ribosomal protein L6,rplF,18.904,8358500.0,5974700.0,3772500.0,3971100.0,158009084.0,112945728.8,71315340.0,75069674.4,R,,
P0A7R1,50S ribosomal protein L9,rplI,15.769,8279500.0,9050700.0,4922900.0,5998200.0,130559435.5,142720488.3,77629210.1,94585615.8,R,,
P0A7J3,50S ribosomal protein L10,rplJ,17.711,7865400.0,7798400.0,5100400.0,5114200.0,139304099.39999998,138117462.39999998,90333184.39999999,90577596.19999999,R,,
P0A7J7,50S ribosomal protein L11,rplK,14.875,6241100.0,5985100.0,3921700.0,4161100.0,92836362.5,89028362.5,58335287.5,61896362.5,R,,
P0A7K2,50S ribosomal protein L7/L12,rplL,12.295,9107200.0,10080000.0,7660200.0,7288100.0,111973024.0,123933600.0,94182159.0,89607189.5,R,,
P0AA10,50S ribosomal protein L13,rplM,16.018,9359200.0,8755900.0,4272000.0,4717100.0,149915665.6,140252006.20000002,68428896.0,75558507.8,R,,
P0ADY3,50S ribosomal protein L14,rplN,13.541,7766200.0,7365500.0,4892900.0,5321400.0,105162114.2,99736235.5,66254758.9,72057077.4,R,,
P02413,50S ribosomal protein L15,rplO,14.98,5838100.0,6038600.0,2576500.0,2832700.0,87454738.0,90458228.0,38595970.0,42433846.0,R,,
P0ADY7,50S ribosomal protein L16,rplP,15.281,12786000.0,13344000.0,9033600.0,8358500.0,195382866.0,203909664.0,138042441.6,127726238.5,R,,
P0AG44,50S ribosomal protein L17,rplQ,14.364,6380000.0,6432500.0,4375700.0,4642600.0,91642320.0,92396430.0,62852554.800000004,66686306.400000006,R,,
P0C018,50S ribosomal protein L18,rplR,12.769,2818900.0,2766300.0,1614600.0,1670000.0,35994534.1,35322884.7,20616827.4,21324230.0,R,,
P0A7K6,50S ribosomal protein L19,rplS,13.133,7484200.0,7335200.0,3830900.0,4569500.0,98289998.6,96333181.6,50311209.699999996,60011243.49999999,R,,
P0A7L3,50S ribosomal protein L20,rplT,13.497,2607100.0,2571600.0,1531000.0,1739400.0,35188028.7,34708885.2,20663907.0,23476681.8,R,,
P0AG48,50S ribosomal protein L21,rplU,11.564,1644400.0,1536100.0,1083400.0,1053100.0,19015841.6,17763460.4,12528437.6,12178048.4,R,,
P61175,50S ribosomal protein L22,rplV,12.226,15031000.0,14285000.0,9221700.0,9654300.0,183769006.0,174648410.0,112744504.2,118033471.80000001,R,,
P0ADZ0,50S ribosomal protein L23,rplW,11.199,226330.0,224090.0,135180.0,113760.0,2534669.67,2509583.91,1513880.82,1273998.24,R,,
P60624,50S ribosomal protein L24,rplX,11.316,11576000.0,10603000.0,6787300.0,7491800.0,130994016.00000001,119983548.00000001,76805086.80000001,84777208.80000001,R,,
P68919,50S ribosomal protein L25,rplY,10.693,8161500.0,7873500.0,5231900.0,5032400.0,87270919.5,84191335.5,55944706.699999996,53811453.199999996,R,,
P0A7L8,50S ribosomal protein L27,rpmA,9.1244,5305400.0,4784900.0,2738400.0,3312200.0,48408591.76,43659341.559999995,24986256.959999997,30221837.68,R,,
P0A7M2,50S ribosomal protein L28,rpmB,9.0064,3600100.0,3271600.0,2185700.0,2379500.0,32423940.639999997,29465338.24,19685288.479999997,21430728.799999997,R,,
P0A7M6,50S ribosomal protein L29,rpmC,7.2734,12395000.0,13203000.0,7035200.0,7618800.0,90153793.0,96030700.19999999,51169823.68,55414579.919999994,R,,
P0AG51,50S ribosomal protein L30,rpmD,6.5417,2901800.0,2766900.0,1681300.0,1683000.0,18982705.06,18100229.73,10998560.209999999,11009681.1,R,,
